0.00062909626082981,-12,10
-0.000823453502583165,-10,8
5.15446951519474e-08,-8,3
-1.17565945784945,-4,4
3.48519684726192,-3,3
-5.07837382408313e-12,-2,-6
-2.84637670005479,-2,2
-2.36092263939673,-2,3
6.01492324973779,-2,4
1.48039650824546,0,0
0.000360075182221907,1,-3
-0.0126700045009952,1,-2
-1221843.32521413,1,10
0.149276502463272,3,-2
0.698733471798484,3,-1
-0.0252207040114321,5,-5
0.0147151930985213,6,-6
-1.08618917681849,6,-3
-0.000936875039816322,8,-8
81.9877897570217,8,-2
-182.041861521835,8,-1
2.61907376402688e-06,12,-12
-29162.6417025961,12,-1
1.40660774926165e-05,14,-12
7832370.62349385,14,1
