316876.65083497,-6,0
20.864175881858,-6,11
-398593.99803599,-5,0
-21.816058518877,-5,11
223697.85194242,-4,0
-2784.1703445817,-4,1
9.920743607148,-4,11
-75197.512299157,-3,0
2970.8605951158,-3,1
-3.4406878548526,-3,11
0.38815564249115,-3,12
17511.29508575,-2,0
-1423.7112854449,-2,1
1.0943803364167,-2,6
0.89971619308495,-2,10
-3375.9740098958,-1,0
471.62885818355,-1,1
-1.9188241993679,-1,5
0.41078580492196,-1,8
-0.33465378172097,-1,9
1387.0034777505,0,0
-406.63326195838,0,1
41.72734715961,0,2
2.1932549434532,0,4
-1.0320050009077,0,5
0.35882943516703,0,6
0.0052511453726066,0,9
12.838916450705,1,0
-2.8642437219381,1,1
0.56912683664855,1,2
-0.099962954584931,1,3
-0.0032632037778459,1,7
0.00023320922576723,1,8
-0.1533480985745,2,0
0.029072288239902,2,1
0.00037534702741167,2,5
0.0017296691702411,3,0
-0.00038556050844504,3,1
-3.5017712292608e-05,3,3
-1.4566393631492e-05,4,0
5.6420857267269e-06,4,1
4.1286150074605e-08,5,0
-2.0684671118824e-08,5,1
1.6409393674725e-09,5,2
