-0.0182575361923032,0,1
-0.125229548799536,0,3
0.592290437320145,0,6
6.04769706185122,0,16
238.624965444474,0,20
-298.639090222922,0,22
0.051225081304075,1,0
-0.437266515606486,1,1
0.413336902999504,1,2
-5.16468254574773,1,3
-5.57014838445711,1,5
12.8555037824478,1,6
11.414410895329,1,10
-119.504225652714,1,16
-2847.7798596156,1,20
4317.57846408006,1,22
1.1289404080265,2,3
1974.09186206319,2,16
1516.12444706087,2,20
0.0141324451421235,3,0
0.585501282219601,3,2
-2.97258075863012,3,3
5.94567314847319,3,6
-6236.56565798905,3,16
9659.86235133332,4,16
6.81500934948134,5,3
-6332.07286824489,5,16
-5.5891922446576,6,3
0.0400645798472063,7,1
