1489.5041079516,0,0
743.07798314034,0,1
-97.708318797837,0,2
2.4742464705674,0,12
-0.63281320016026,0,18
1.1385952129658,0,24
-0.47811863648625,0,28
0.0085208123431544,0,40
0.93747147377932,1,0
3.3593118604916,1,2
3.3809355601454,1,6
0.16844539671904,1,12
0.73875745236695,1,18
-0.47128737436186,1,24
0.15020273139707,1,28
-0.002176411421975,1,40
-0.021810755324761,2,2
-0.10829784403677,2,8
-0.046333324635812,2,18
7.1280351959551e-05,2,40
0.00011032831789999,3,1
0.00018955248387902,3,2
0.0030891541160537,3,12
0.0013555504554949,3,24
2.8640237477456e-07,4,2
-1.0779857357512e-05,4,12
-7.6462712454814e-05,4,18
1.4052392818316e-05,4,24
-3.1083814331434e-05,4,28
-1.0302738212103e-06,4,40
2.821728163504e-07,5,18
1.2704902271945e-06,5,24
7.3803353468292e-08,5,40
-1.1030139238909e-08,6,28
-8.1456365207833e-14,7,2
-2.5180545682962e-11,7,28
-1.7565233969407e-18,9,1
8.6934156344163e-15,9,40
